"total_search","total_room_clicked","total_room_starred","total_rfp","property_count","average_browsing_session","average_bookable_room_clicked","average_bookable_room_starred","average_bookable_room_unstarred","average_rfp_session","average_rfp_browsing","average_floor_clicked","average_room_setup","average_event_type"
1228,22726,613,57,54,94.0925925925926,420.85185185185185,11.351851851851851,4.166666666666667,0.7037037037037037,1.0555555555555556,53.25925925925926,3.185185185185185,3.962962962962963
